0.966979 -0.0953197
1.20679 -0.471784
1.39886 -1.84471
0.909619 1.6456
0.818724 -2.45241
1.44451 0.0828316
1.55667 -0.816935
0.808397 -2.99545
0.977241 -1.86661
1.00361 -1.09122
1.45864 -1.71239
0.489268 1.76554
0.620574 -0.874863
0.961385 0.0762953
1.01014 -2.5601
0.97451 -0.297063
1.04592 -1.32281
0.76995 0.57634
0.847708 1.52825
1.44234 0.615072
0.602978 0.240182
1.39302 1.20518
0.727571 2.35098
0.503342 0.159038
0.935555 0.53134
1.11039 1.88021
0.874604 -2.51542
1.2407 -1.52764
1.17267 -1.20373
0.794711 -0.36207
1.42826 -2.58821
1.19633 -2.22166
0.850436 0.132247
0.818108 -3.1195
0.853625 0.618548
1.78772 1.10101
1.37577 -3.65376
0.59573 -1.57515
0.826168 -1.91817
0.985095 -1.19126
0.858138 -2.9071
1.09549 -3.46268
1.35487 -2.74755
0.891774 -0.891333
0.840221 2.35269
1.10517 0.690501
0.894029 -1.14924
1.0206 1.49042
1.44984 -0.766199
0.575499 3.13039
1.00178 1.98656
1.44989 -2.07227
1.55284 3.26812
1.16755 -1.86046
0.612289 1.75772
1.49683 3.16794
1.31009 -1.35649
0.799342 -0.595243
1.13338 0.707934
0.950284 -0.603493
1.32019 -0.266764
1.09936 1.78421
1.22901 0.171058
1.27099 -3.54655
1.28321 -4.36458
1.11454 1.5295
1.24278 -1.0076
1.11257 5.17519
1.22772 -1.23626
1.14819 1.43277
0.96643 0.706349
1.35537 0.0635424
0.350897 0.135707
1.6527 -1.08422
0.867077 0.350409
0.835627 1.69667
1.14593 1.65261
1.35356 0.910644
0.592365 2.54407
1.73532 -1.51339
0.650098 2.00353
1.62906 0.717982
0.829318 0.551785
1.0421 1.41678
1.18022 -2.2801
1.81007 1.42733
1.7577 4.99948
0.874163 -0.618766
1.5419 -3.53867
1.87658 -2.33527
0.731809 1.14384
1.15502 0.752736
0.873572 0.974467
0.823291 -1.07146
0.297836 -2.10748
1.00254 -1.41019
1.34388 2.34128
0.533616 0.393869
1.50937 2.60637
1.00638 -0.509765
1.43616 0.398527
1.05209 -2.26109
1.09857 -2.06812
0.451283 -0.670198
0.665605 1.22679
0.928298 -0.970997
1.44411 -2.24366
0.703847 -2.91656
1.43808 -1.58055
0.911247 -1.51047
1.13219 -0.570911
1.07857 -1.53555
0.877792 0.996974
1.20005 0.00515355
0.823501 1.63337
1.40226 0.0501533
0.509145 -1.14681
1.27775 0.875085
1.34594 -6.67261
1.21253 1.16449
1.13616 0.41407
1.30863 1.41488
